round,global_accuracy,global_precision,global_recall,global_f1,global_auc,global_specificity,global_sensitivity,global_balanced_accuracy,global_tn,global_fp,global_fn,global_tp,mean_client_accuracy,std_client_accuracy,global_weight_drift_l2
1,0.018635724331926864,0.018635724331926864,1.0,0.036589575422851225,0.6023235061484692,0.0,1.0,0.5,0,25119,0,477,0.012133117633464294,0.0036995171235456713,0.07885080257381608
2,0.018635724331926864,0.018635724331926864,1.0,0.036589575422851225,0.5981403154110125,0.0,1.0,0.5,0,25119,0,477,0.05298128033279409,0.06542458725399126,0.06151583971876978
3,0.051453352086263476,0.01911265556812672,0.9916142557651991,0.03750247770069376,0.6163116813443897,0.03360006369680322,0.9916142557651991,0.5126071597310011,844,24275,4,473,0.3093944996533395,0.0893394293234359,0.029644329141971053
4,0.029145178934208472,0.018795656465942744,0.9979035639412998,0.03689636462289745,0.6104657553316652,0.010748835542816195,0.9979035639412998,0.504326199742058,270,24849,1,476,0.16761035359371387,0.10068687545140052,0.020225780859313248
5,0.10591498671667449,0.019801131493228184,0.9685534591194969,0.038808853794783486,0.6218251020321467,0.08953381902145786,0.9685534591194969,0.5290436390704774,2249,22870,15,462,0.4734804714582852,0.20117936750622872,0.018778705613925056
6,0.14771839349898422,0.020451276519237685,0.9538784067085954,0.04004400440044004,0.6173017693639911,0.13240972968669135,0.9538784067085954,0.5431440681976434,3326,21793,22,455,0.632482089207303,0.2570503349341241,0.016169529786250268
7,0.27516018127832476,0.022152902611821932,0.8784067085953878,0.04321592491361972,0.6215364550275281,0.26370476531709064,0.8784067085953878,0.5710557369562392,6624,18495,58,419,0.6494684538941531,0.23348592893465683,0.017983574759204136
8,0.13611501797155806,0.02009671265693625,0.949685534591195,0.03936050047788687,0.6179997885119244,0.12066563159361439,0.949685534591195,0.5351755830924046,3031,22088,24,453,0.5711809567829905,0.2432046006628525,0.014136254446017312
9,0.39158462259728083,0.022942737959802808,0.7610062893081762,0.04454260997607215,0.6125453741657216,0.3845694494207572,0.7610062893081762,0.5727878693644667,9660,15459,114,363,0.6941876588860643,0.16483587473648428,0.015246079949831423
10,0.5321925300828254,0.02581869174296791,0.6561844863731656,0.04968253968253968,0.6234571656942305,0.5298379712568175,0.6561844863731656,0.5930112288149916,13309,11810,164,313,0.8185232262537555,0.1363702063983912,0.012860809477782603
11,0.6737380840756368,0.027257444764649377,0.4758909853249476,0.051561612720045426,0.6144359557103574,0.6774951232135037,0.4758909853249476,0.5766930542692257,17018,8101,250,227,0.7326091980587012,0.15826966173238471,0.014098251795219481
12,0.32090951711204874,0.021998529661256573,0.8155136268343816,0.04284140969162996,0.6168649388241112,0.3115171782316175,0.8155136268343816,0.5635154025329996,7825,17294,88,389,0.7174139126415531,0.08785112151606861,0.012700250871630573
13,0.5700109392092515,0.02542143694221581,0.5911949685534591,0.04874675885911841,0.6188734078615976,0.5696086627652375,0.5911949685534591,0.5804018156593482,14308,10811,195,282,0.7840305061243356,0.11538171885865392,0.01354193370462249
14,0.3807235505547742,0.02302060064532142,0.7777777777777778,0.04471765202193696,0.6095523254799815,0.3731836458457741,0.7777777777777778,0.575480711811776,9374,15745,106,371,0.7562398890686388,0.1119813444004925,0.01348362354920351
15,0.6744022503516175,0.027767760548142804,0.48427672955974843,0.05252387448840382,0.6212628308538568,0.6780126597396393,0.48427672955974843,0.5811446946496939,17031,8088,246,231,0.7684885602033742,0.1759731772320673,0.013421677583734304
16,0.6998359118612283,0.02790880503144654,0.44654088050314467,0.05253422123566408,0.6162132400715988,0.7046458855846173,0.44654088050314467,0.575593383043881,17700,7419,264,213,0.8621446729835913,0.08077189738849089,0.013735819428116735
17,0.8496640100015628,0.03219539272828199,0.2431865828092243,0.056862745098039215,0.6221828957892089,0.8611807794896293,0.2431865828092243,0.5521836811494268,21632,3487,361,116,0.9534897157383868,0.031699328889109424,0.015948664602729867
18,0.8120018752930145,0.030742584975102835,0.2976939203354298,0.05572998430141287,0.6134812548036546,0.8217683824993033,0.2976939203354298,0.5597311514173665,20642,4477,335,142,0.9042061474462676,0.04708277003871695,0.015530702771214303
19,0.8050085950929833,0.032712215320910974,0.3312368972746331,0.059543998492557,0.6104451406691986,0.8140053346072694,0.3312368972746331,0.5726211159409513,20447,4672,319,158,0.8633579847469378,0.091554895653267,0.013659953090983753
20,0.8130957962181591,0.03052103771528232,0.29350104821802936,0.05529225908372828,0.6084782347973332,0.8229626975596163,0.29350104821802936,0.5582318728888228,20672,4447,337,140,0.8618557892304137,0.08905050561813231,0.01316497571598673
