round,global_weight_drift_l2
1,0.41223071426103153
2,0.1231391993990809
3,0.14907793010836506
4,0.062300525740323597
5,0.07410413282319814
6,0.056984887339097685
7,0.02454841221806966
8,0.02492575280681728
9,0.009650215410837706
10,0.00896672420232916
11,0.006771112849246406
12,0.004652405293146413
13,0.00384290779240093
14,0.003489889281675424
15,0.00329925191416341
16,0.002997238342515221
17,0.0027701465597089613
18,0.0026626643573575506
19,0.002404473602440082
20,0.0024624869939069826
