round,global_weight_drift_l2
1,0.034402008392637275
2,0.021163175457145154
3,0.014897229040822588
4,0.016543092423718826
5,0.013034292274517559
6,0.01153218207310376
7,0.011679004106415735
8,0.010704433871028084
9,0.010497679243293328
10,0.009524640433638085
11,0.009531530729053564
12,0.010225540772570041
13,0.008727403243058535
14,0.008630898181069272
15,0.009155870465593201
16,0.00927274437029085
17,0.009322646457331248
18,0.008102382413262783
19,0.010176385933776868
20,0.00723329390141447
