round,client,n_train_samples,local_train_loss,local_test_accuracy,local_test_precision,local_test_recall,local_test_f1,local_test_f1_micro,local_test_f1_per_class,local_test_auc,size_weight,performance_weight,adaptive_weight
3,2,3744,1.103763632896619,0.2095593810081482,0.1261387329506241,0.9263736263736264,0.21641423157238085,0.24031064546853248,"[0.3267857142857143, 0.1627450980392157, 0.4064625850340136, 0.44867549668874174, 0.2632066728452271, 0.2387218045112782, 0.09164969450101833, 0.21863117870722434, 0.23106060606060605, 0.16129032258064516, 0.15369458128078817, 0.14806110458284372, 0.17881438289601556, 0.0]",0.6183552277899328,0.25,0.2597610871209652,0.2539044348483861
3,3,3744,1.108221944529786,0.20155511796474457,0.1246443489812236,0.9274553571428571,0.21351434157455665,0.23670018947675267,"[0.35758106923751093, 0.14271555996035679, 0.39692044482463645, 0.44739022369511183, 0.25512104283054005, 0.22873345935727787, 0.0720164609053498, 0.23540489642184556, 0.21863117870722434, 0.1377245508982036, 0.14271555996035679, 0.14583333333333334, 0.2084130019120459, 0.0]",0.6104279169663677,0.25,0.2531435078566131,0.2512574031426452
4,0,3744,1.1064473877095768,0.2254154533147812,0.1262483564107747,0.9232142857142858,0.21674277101130085,0.24120678067358672,"[0.35758106923751093, 0.15732546705998032, 0.3886500429922614, 0.4331103678929766, 0.22537878787878787, 0.24742268041237114, 0.09164969450101833, 0.22537878787878787, 0.2462406015037594, 0.19733333333333333, 0.126, 0.13679245283018868, 0.20153550863723607, 0.0]",0.6058782260304019,0.25,0.2481974563988656,0.24927898255954625
4,1,3744,1.0892146268461504,0.21123646199703217,0.12176391198875683,0.9254803664550321,0.20893059216083806,0.23383931877082562,"[0.3546971027216857, 0.14638971315529178, 0.4122137404580153, 0.4172297297297297, 0.22369668246445498, 0.2696214219759926, 0.0720164609053498, 0.23374175306314798, 0.2139446036294174, 0.12244897959183673, 0.12036108324974924, 0.12814070351758794, 0.21052631578947367, 0.0]",0.6144074318185815,0.25,0.25523460522789276,0.25209384209115715
4,2,3744,1.0979845901330312,0.20658637583255768,0.1264681697459169,0.9254807692307693,0.21693989585035187,0.239514832675727,"[0.3267857142857143, 0.1627450980392157, 0.4064625850340136, 0.44867549668874174, 0.2632066728452271, 0.2409867172675522, 0.09164969450101833, 0.21863117870722434, 0.23106060606060605, 0.16844349680170576, 0.15369458128078817, 0.14600231749710313, 0.17881438289601556, 0.0]",0.6151373353902025,0.25,0.25584139251146076,0.25233655700458435
4,3,3744,1.1026610462584048,0.23730751872062683,0.1301345026616973,0.9194632222579188,0.2215271547557198,0.24152831476006367,"[0.35758106923751093, 0.14271555996035679, 0.40427426536064115, 0.4440706476030278, 0.25512104283054005, 0.22894985808893092, 0.0720164609053498, 0.235626767200754, 0.25245098039215685, 0.2158273381294964, 0.14271555996035679, 0.12949640287769784, 0.2084130019120459, 0.012121212121212121]",0.5966898826432823,0.25,0.2407265458617809,0.2462906183447124
5,0,3744,1.1006341749276871,0.2222137451171875,0.12577401427469784,0.9231041946559188,0.21603342727797722,0.24056568663937478,"[0.35758106923751093, 0.15732546705998032, 0.3889845094664372, 0.4331103678929766, 0.22537878787878787, 0.24904942965779467, 0.09164969450101833, 0.22537878787878787, 0.24554826616682288, 0.1641025641025641, 0.126, 0.1588235294117647, 0.20153550863723607, 0.0]",0.6127017298214825,0.25,0.24574272365475444,0.24829708946190177
5,1,3744,1.0801370785277113,0.21527671813964844,0.12210871416359473,0.9230075650950036,0.20944739455684838,0.23453301606186794,"[0.3546971027216857, 0.14638971315529178, 0.41256366723259763, 0.4172297297297297, 0.22369668246445498, 0.27121771217712176, 0.07209062821833162, 0.23374175306314798, 0.21616358325219084, 0.14191852825229961, 0.12048192771084337, 0.11194833153928956, 0.21012416427889208, 0.0]",0.6204831407737615,0.25,0.2520243050886221,0.2508097220354488
5,2,3744,1.0926965256532033,0.21390455961227417,0.12645208265672164,0.9249183395344813,0.2169232697487349,0.24109508389755666,"[0.32707774798927614, 0.1627450980392157, 0.4064625850340136, 0.44867549668874174, 0.2632066728452271, 0.23773584905660378, 0.09164969450101833, 0.21863117870722434, 0.23040604343720492, 0.16138917262512767, 0.1539980256663376, 0.15613382899628253, 0.17881438289601556, 0.0]",0.6198080677221431,0.25,0.25147620876196275,0.2505904835047851
5,3,3744,1.097097685856697,0.20086903870105743,0.1256532056097768,0.936820094417077,0.21521702542875554,0.23632257594521747,"[0.35758106923751093, 0.14271555996035679, 0.39896373056994816, 0.44739022369511183, 0.25512104283054005, 0.22873345935727787, 0.0720164609053498, 0.23809523809523808, 0.21904761904761905, 0.1498371335504886, 0.14271555996035679, 0.13990825688073394, 0.2084130019120459, 0.0125]",0.6189208307321491,0.25,0.2507567624946607,0.2503027049978643
