round,global_weight_drift_l2
1,0.033751460216264705
2,0.02127707568096703
3,0.014853972170808553
4,0.01584688535137684
5,0.01290716611111961
6,0.011330683953192738
7,0.012068810455544319
8,0.010960761924455602
9,0.010078620679137413
10,0.010091029490443526
11,0.010080466886237066
12,0.010442057834391689
13,0.009534696076174963
14,0.008760429433930867
15,0.0086690258706472
16,0.009182866865371595
17,0.008867088352916651
18,0.008381465916560298
19,0.010354900152764551
20,0.0073708495286087606
