round,client_id,accuracy,precision,recall,f1_score,auc_roc,num_samples
30,4,0.9992331288343558,1.0,0.9989462592202318,0.9994728518713759,0.99999109514834,1304
1,1,0.9938775510204082,1.0,0.9938461538461538,0.9969135802469136,0.9997948717948718,980
1,2,0.9719101123595506,0.954248366013072,1.0,0.9765886287625418,0.9996761176595519,1246
1,3,0.9439252336448598,0.8753246753246753,1.0,0.9335180055401662,0.9985191792021864,856
1,4,0.9910965323336457,0.9918655097613883,0.9978177850518276,0.9948327440848518,0.9992025128096379,2134
2,1,0.9979591836734694,1.0,0.997948717948718,0.9989733059548255,1.0,980
2,2,0.9799357945425361,0.9668874172185431,1.0,0.9831649831649831,0.9999150472549644,1246
2,3,0.9754672897196262,0.9413407821229051,1.0,0.9697841726618706,0.9997998890813764,856
2,4,0.9967197750702905,0.9967355821545157,0.9994544462629569,0.9980931626259875,0.9999510632860459,2134
3,1,0.9938775510204082,1.0,0.9938461538461538,0.9969135802469136,1.0,980
3,2,0.9959871589085072,0.9931972789115646,1.0,0.9965870307167235,0.9999681427206116,1246
3,3,0.9953271028037384,0.9970149253731343,0.9910979228486647,0.9940476190476191,0.9998799334488259,856
3,4,0.9962511715089035,0.9994526546250684,0.9961811238406983,0.9978142076502732,0.9999546882278204,2134
4,1,1.0,1.0,1.0,1.0,1.0,980
4,2,0.9823434991974318,0.9707446808510638,1.0,0.9851551956815114,0.9999973452267177,1246
4,3,0.9672897196261683,0.9232876712328767,1.0,0.9601139601139601,0.9999885650903644,856
4,4,0.9976569821930646,0.9972796517954298,1.0,0.9986379733042767,0.9999927501164512,2134
5,1,0.9989795918367347,1.0,0.9989743589743589,0.9994869163673679,1.0,980
5,2,0.9975922953451043,0.9959072305593452,1.0,0.9979494190020506,0.9999973452267177,1246
5,3,0.9941588785046729,0.9853801169590644,1.0,0.9926362297496318,0.9999942825451822,856
5,4,1.0,1.0,1.0,1.0,1.0,2134
6,1,0.996938775510204,1.0,0.9969230769230769,0.9984591679506933,1.0,980
6,2,0.9975922953451043,0.9959072305593452,1.0,0.9979494190020506,0.9999973452267177,1246
6,3,0.9964953271028038,0.9911764705882353,1.0,0.9955686853766618,0.9999771301807288,856
6,4,0.9995313964386129,0.9994547437295529,1.0,0.9997272975184074,0.9999981875291128,2134
7,1,0.9989795918367347,1.0,0.9989743589743589,0.9994869163673679,1.0,980
7,2,1.0,1.0,1.0,1.0,1.0,1246
7,3,1.0,1.0,1.0,1.0,1.0,856
7,4,1.0,1.0,1.0,1.0,1.0,2134
8,1,1.0,1.0,1.0,1.0,1.0,980
8,2,0.9975922953451043,0.9959072305593452,1.0,0.9979494190020506,1.0,1246
8,3,0.9883177570093458,0.9711815561959655,1.0,0.9853801169590644,0.9999942825451822,856
8,4,0.9995313964386129,0.9994547437295529,1.0,0.9997272975184074,1.0,2134
9,1,0.9979591836734694,1.0,0.997948717948718,0.9989733059548255,1.0,980
9,2,1.0,1.0,1.0,1.0,1.0,1246
9,3,0.9988317757009346,0.9970414201183432,1.0,0.9985185185185185,1.0,856
9,4,1.0,1.0,1.0,1.0,1.0,2134
10,1,0.9989795918367347,1.0,0.9989743589743589,0.9994869163673679,1.0,980
10,2,1.0,1.0,1.0,1.0,1.0,1246
10,3,1.0,1.0,1.0,1.0,1.0,856
10,4,1.0,1.0,1.0,1.0,1.0,2134
