round,global_weight_drift_l2
1,0.04404796542018859
2,0.04284094783952607
3,0.02458816755406082
4,0.019397640764376826
5,0.01619389906721636
6,0.014260981398160223
7,0.012639201951793562
8,0.011446623528671969
9,0.01114281641345934
10,0.010999067012048619
11,0.011009202821703739
12,0.010755660341104024
13,0.010696814822332808
14,0.01081843694544132
15,0.010874412576970634
16,0.010889358797570277
17,0.01072876003589553
18,0.010949945515033428
19,0.010622944337081325
20,0.010822500747389335
