round,global_weight_drift_l2
1,0.08121190871082766
2,0.06860934725764457
3,0.02923381309499597
4,0.024706903689809927
5,0.01869961725889007
6,0.017050220396865125
7,0.016369121056557495
8,0.015499904000286302
9,0.014134680448405356
10,0.013176881414172106
11,0.012737867438569963
12,0.011272868233256732
13,0.012475832211258576
14,0.012912108127681527
15,0.011744353838999992
16,0.011686417193474125
17,0.011931953881870638
18,0.011922209586495414
19,0.011298791286198952
20,0.011973142508930218
